0.07121	0.07121	-0.075
-0.32039	-0.32039	-0.1249
-0.74755	-0.74755	-0.3248
-1.13908	-1.13908	-0.6247
-1.51285	-1.51285	-0.9497
-1.88663	-1.88663	-1.2746
-2.26041	-2.26041	-1.5995
-2.63411	-2.63411	-1.9494
-3.00789	-3.00789	-2.2243
-3.31046	-3.31046	-2.6493
-3.59521	-3.59521	-3.3242
-3.79101	-3.79101	-3.8742
-3.8444	-3.8444	-4.0491
-4.0402	-4.0402	-4.6241
-4.1114	-4.1114	-4.8491
-4.32495	-4.32495	-5.399
-4.59195	-4.59195	-5.874
-4.73436	-4.73436	-6.1239
-5.03693	-5.03693	-6.5239
-5.37507	-5.37507	-6.8988
-5.65982	-5.65982	-7.3737
-5.90901	-5.90901	-7.8987
-6.17601	-6.17601	-8.3486
-6.47858	-6.47858	-8.7486
-6.83454	-6.83454	-9.0985
-7.1905	-7.1905	-9.3984
-7.61766	-7.61766	-9.4983
-8.00919	-8.00919	-9.6232
-8.38296	-8.38296	-9.8981
-8.72117	-8.72117	-10.2231
-9.07713	-9.07713	-10.548
-9.1839	-9.1839	-10.6229
-9.5755	-9.5755	-10.8979
