0.70224	-0.12725	4.263
0.69762	-0.13196	4.25947
0.693	-0.13825	4.25771
0.68838	-0.13825	4.23536
0.68838	-0.13825	4.22419
0.693	-0.13196	4.22419
0.68838	-0.13825	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.22066
0.68838	-0.13825	4.2189
0.68838	-0.13825	4.22066
0.693	-0.13825	4.22066
0.68838	-0.13196	4.22066
0.69762	-0.13196	4.22066
0.693	-0.13196	4.22066
0.693	-0.13825	4.22066
0.693	-0.13196	4.22066
0.68838	-0.13196	4.22066
0.693	-0.13196	4.22066
0.69762	-0.12725	4.22243
0.69762	-0.13196	4.22066
0.693	-0.13825	4.2189
0.693	-0.13825	4.2189
0.68376	-0.13825	4.2189
0.68838	-0.13825	4.2189
0.693	-0.13825	4.2189
0.693	-0.13196	4.2189
0.693	-0.13196	4.2189
0.68838	-0.13825	4.2189
0.68838	-0.13825	4.2189
0.68838	-0.13825	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.22243
0.693	-0.13196	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.2189
0.68838	-0.13825	4.22066
0.693	-0.13196	4.22243
0.70224	-0.12725	4.22243
0.69762	-0.13196	4.22066
0.693	-0.13196	4.22066
0.68838	-0.13825	4.2189
0.693	-0.13825	4.2189
0.693	-0.13825	4.22066
0.693	-0.13196	4.22066
0.68838	-0.13825	4.22066
0.693	-0.13196	4.22066
0.693	-0.13825	4.22066
0.693	-0.14296	4.2189
0.68838	-0.13825	4.2189
0.693	-0.13196	4.22066
0.693	-0.13196	4.22066
0.69762	-0.13825	4.22066
0.693	-0.13196	4.22066
0.693	-0.13825	4.22066
0.68838	-0.13825	4.22066
0.68838	-0.13196	4.2189
0.68838	-0.12725	4.22066
0.69762	-0.12725	4.22243
0.70224	-0.13196	4.22066
0.693	-0.13196	4.22066
0.693	-0.13196	4.2189
0.69762	-0.13825	4.2189
0.69762	-0.13825	4.2189
0.70224	-0.13196	4.22066
0.69762	-0.13196	4.22066
0.70224	-0.13196	4.22066
0.70224	-0.13825	4.2189
0.69762	-0.13825	4.2189
0.70224	-0.13825	4.22066
0.70224	-0.13196	4.22243
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22243
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22243
0.70686	-0.13825	4.22066
0.70224	-0.13825	4.22066
0.70686	-0.13196	4.22066
0.71302	-0.12725	4.22419
0.71302	-0.12725	4.22243
0.70686	-0.13825	4.2189
0.70686	-0.13825	4.2189
0.70224	-0.13196	4.22066
0.70224	-0.13825	4.2189
0.70224	-0.13196	4.22066
0.70224	-0.13196	4.22066
0.70224	-0.13196	4.2189
0.70686	-0.13825	4.2189
0.70224	-0.14296	4.2189
0.70224	-0.13825	4.22066
0.70686	-0.13196	4.22243
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13825	4.22066
0.70224	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70224	-0.13825	4.22066
0.70686	-0.13196	4.22243
0.71302	-0.12725	4.22243
0.71302	-0.12725	4.2189
0.70686	-0.13825	4.2189
0.70224	-0.13825	4.21714
0.70224	-0.13825	4.2189
0.69762	-0.13825	4.2189
0.70224	-0.13196	4.2189
0.70686	-0.13196	4.2189
0.70686	-0.13196	4.22066
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.2189
0.69762	-0.13825	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.71302	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70224	-0.13825	4.22066
0.70224	-0.14296	4.2189
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.22066
0.71302	-0.12725	4.22243
0.71302	-0.13196	4.22066
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.2189
0.70224	-0.13196	4.2189
0.70686	-0.13825	4.2189
0.70686	-0.13196	4.2189
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.2189
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.2189
0.70686	-0.13196	4.22066
0.71302	-0.13196	4.22243
0.70686	-0.13196	4.22243
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13825	4.2189
0.70224	-0.13196	4.2189
0.70686	-0.13196	4.22066
0.71302	-0.12725	4.22243
0.71302	-0.13196	4.22066
0.70686	-0.13825	4.2189
0.70224	-0.14296	4.2189
0.70224	-0.13825	4.22066
0.70224	-0.13825	4.22066
0.70224	-0.13196	4.22066
0.70686	-0.13196	4.2189
0.70686	-0.13196	4.2189
0.70686	-0.13825	4.22066
0.70224	-0.13825	4.2189
0.70224	-0.13825	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22243
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13196	4.22066
0.70686	-0.13825	4.22066
0.70224	-0.13825	4.22066
0.70224	-0.13196	4.22243
0.71302	-0.13196	4.22243
0.71302	-0.13196	4.22066
0.70686	-0.13825	4.2189
0.70224	-0.14296	4.13834
0.70224	-0.13196	4.10306
0.70686	-0.13196	4.0866
0.70686	-0.13825	4.07954
0.70686	-0.13196	4.07719
0.70686	-0.13196	4.07719
0.70224	-0.13196	4.07543
0.69762	-0.13825	4.07366
0.70224	-0.13825	4.07719
0.70686	-0.13196	4.07543
0.70686	-0.13196	4.07719
0.70686	-0.13825	4.07719
0.70686	-0.13196	4.07543
0.70224	-0.13196	4.07543
0.70224	-0.13196	4.07543
0.70224	-0.13196	4.07719
0.70686	-0.13196	4.07543
0.71302	-0.12725	4.07719
0.70686	-0.13196	4.07719
0.70686	-0.13825	4.07543
0.70224	-0.13196	4.07543
0.70686	-0.13825	4.07366
0.70224	-0.13825	4.07543
0.70224	-0.13196	4.07543
0.70686	-0.13196	4.07719
0.70686	-0.13196	4.07543
0.70686	-0.13196	4.07543
0.70224	-0.13825	4.07543
0.70224	-0.13825	4.07543
0.70686	-0.13196	4.07543
0.70224	-0.13196	4.07719
0.70686	-0.13196	4.07719
0.70686	-0.13825	4.07543
0.70686	-0.13196	4.07543
0.70686	-0.13196	4.07543
0.70224	-0.13825	4.07543
0.70686	-0.13196	4.07719
0.71302	-0.13196	4.07719
0.71302	-0.13196	4.07719
0.71302	-0.13825	4.07366
0.70224	-0.13825	4.07366
0.70224	-0.13196	4.07543
